package,path,time
@kaggle/components,src/datasets/Metadata/View/DataCoverage/TemporalCoverage/EditSelections.test.tsx,6.139
@kaggle/components,src/datasets/Shared/SidebarPane/SidebarPaneView.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/isRootLevelObject.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Preview/JsonPreview/JsonPreview.test.tsx,5.009
@kaggle/components,src/community/search/models/SearchCache.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Container/actions/setPreview.test.ts
@kaggle/components,src/common/ProfilePopoverAvatar/ProfilePopoverAvatar.test.tsx
@kaggle/components,src/datasets/AttachToCompetitionModal/SearchResultList/SearchResultList.test.tsx
@kaggle/components,src/community/search/models/SearchFullResult.test.ts
@kaggle/components,src/datasets/Tasks/SubmissionModal/SubmissionResult/SubmissionResult.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/NotebookViewerExplorer/NotebookViewerExplorer.test.tsx,8.868
@kaggle/components,src/datasets/Uploaders/KernelOutput/KernelList/KernelListItem.test.tsx
@kaggle/components,src/datasets/Uploaders/LocalDirectories/Shared/Shared/Warning.test.tsx
@kaggle/components,src/datasets/Uploaders/LocalDirectories/Shared/FileItem/StatusIcon/StatusIcon.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Preview/TextPreview/TextPreview.test.tsx
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/getColumnCache.test.ts
@kaggle/components,src/datasets/DataExplorerV3/Container/utils/toStableString.test.ts
@kaggle/components,src/community/search/views/SearchInputBar/SearchInputBar.test.tsx
@kaggle/components,src/competitions/shared/Router/Router.test.tsx
@kaggle/components,src/community/search/models/SearchResultItemUser.test.ts
@kaggle/components,src/community/search/views/SearchFilterList/SearchFilterCheckbox.test.tsx
@kaggle/components,src/community/search/views/SearchFilterList/SearchFilterTag.test.tsx
@kaggle/components,src/community/search/views/SearchFilterList/SearchFilterHeader.test.tsx
